"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","SH%","SHOTS/GP","TG","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"OHL","Travis Barron","40161/travis-barron","F","2018","DY+2","67","0.5373","0.1194","0.6567","15","21","6","36","5","3","4","8","179","8.38","33","15.15","227","9.25","3.39","21","57","0.8507","81.82","45.45","","","","","","","1998-08-17","20.08","20.37","OTT","6'01","L","2016","COL (2016) - #191","COL","COL","pick224.com/images/40161_travis-barron2018.png"
"QMJHL","Anderson MacDonald","43431/anderson-macdonald","F","2018","DY","58","0.3966","0.2586","0.6552","16","7","5","23","11","4","2","15","106","15.09","53","20.75","160","16.88","2.76","27","45","0.7759","60.53","71.05","","","","","","","2000-05-16","18.33","18.63","MON","6'02","L","2018","","","","pick224.com/images/43431_anderson-macdonald2018.png"
"QMJHL","Connor Bramwell","38195/connor-bramwell","F","2018","DY+3","55","0.4182","0.2364","0.6546","12","11","10","23","9","4","4","13","95","12.63","24","37.50","127","18.11","2.31","23","53","0.9636","63.89","58.33","","","","","","","1997-09-04","21.03","21.33","BLB/DRU","5'11","L","2015","","","","pick224.com/images/38195_connor-bramwell2018.png"
"QMJHL","Samuel Poulin","44509/samuel-poulin","F","2018","DY-1","55","0.4727","0.1818","0.6545","11","15","7","26","5","5","2","10","138","7.97","25","20.00","169","9.47","3.07","16","45","0.8182","72.22","44.44","","","","","","","2001-02-25","17.56","17.85","SHE","6'01","L","2019","PIT (2019) - #21","PIT","PIT","pick224.com/images/44509_samuel-poulin2018.png"
"QMJHL","Pascal Corbeil","38781/pascal-corbeil","D","2018","DY+2","46","0.3696","0.2826","0.6522","9","8","6","17","0","13","15","13","72","12.50","8","0.00","84","10.71","1.83","9","51","1.1087","56.67","30.00","","","","","","","1998-01-21","20.65","20.94","BLB","5'09","R","2016","","","","pick224.com/images/38781_pascal-corbeil2018.png"
"WHL","Ryan Hughes","42019/ryan-hughes","F","2018","DY+1","46","0.5652","0.0870","0.6522","13","13","6","26","3","1","3","4","","","","","","","0.00","","","","86.67","53.33","","","","","","","1999-07-27","19.13","19.43","POR","5'08","L","2017","","","",""
"WHL","Juuso Valimaki","40378/juuso-valimaki","D","2018","DY+1","43","0.4419","0.2093","0.6512","11","8","10","19","1","8","3","9","","","","","","","0.00","","","","67.86","42.86","","","","","","","1998-10-06","19.94","20.24","TC","6'02","L","2017","CGY (2017) - #16","CGY","CGY",""
"QMJHL","Cole Reginato","38496/cole-reginato","F","2018","DY+2","40","0.4750","0.1750","0.6500","12","7","1","19","4","3","0","7","50","24.00","11","36.36","61","26.23","1.53","16","27","0.6750","73.08","61.54","","","","","","","1997-11-23","20.81","21.11","SNB","5'09","L","2016","","","","pick224.com/images/38496_cole-reginato2018.png"
"QMJHL","Gregor MacLeod","39787/gregor-macleod","F","2018","DY+2","54","0.5185","0.1296","0.6481","16","12","6","28","3","4","4","7","98","16.33","22","13.64","128","14.84","2.37","19","45","0.8333","80.00","54.29","","","","","","","1998-06-07","20.27","20.57","QUE/CHA","6'00","L","2016","","","","pick224.com/images/39787_gregor-macleod2018.png"
"WHL","Joachim Blichfeld","40027/joachim-blichfeld","F","2018","DY+2","56","0.4464","0.1964","0.6429","16","9","8","25","5","6","5","11","","","","","","","0.00","","","","69.44","58.33","","","","","","","1998-07-17","20.16","20.46","POR","6'02","R","2016","SJS (2016) - #210","SJS","SJS",""
"OHL","Ethan Szypula","36790/ethan-szypula","F","2018","DY+3","67","0.5224","0.1194","0.6418","14","21","8","35","5","3","3","8","139","10.07","32","15.63","177","10.73","2.64","19","56","0.8358","81.40","44.19","","","","","","","1997-01-28","21.63","21.93","OS","5'11","R","2015","","","","pick224.com/images/36790_ethan-szypula2018.png"
"OHL","Ty Dellandrea","43768/ty-dellandrea","F","2018","DY","67","0.4328","0.2090","0.6418","15","14","6","29","10","4","5","14","169","8.88","55","18.18","238","11.34","3.55","27","59","0.8806","67.44","58.14","","","","","","","2000-07-21","18.15","18.44","FLNT","6'01","R","2018","DAL (2018) - #13","DAL","DAL","pick224.com/images/43768_ty-dellandrea2018.png"
"WHL","Kristian Reichel","39814/kristian-reichel","F","2018","DY+2","63","0.3651","0.2698","0.6349","18","5","7","23","12","5","6","17","","","","","","","0.00","","","","57.50","75.00","","","","","","","1998-06-11","20.26","20.56","RD","6'00","R","2016","","","",""
"WHL","Henri Jokiharju","41816/henri-jokiharju","D","2018","DY+1","63","0.3651","0.2698","0.6349","6","17","13","23","6","11","10","17","","","","","","","0.00","","","","57.50","30.00","","","","","","","1999-06-17","19.24","19.54","POR","6'00","R","2017","CHI (2017) - #29","CHI","BUF",""
"WHL","Colton Kehler","37862/colton-kehler","F","2018","DY+3","71","0.3521","0.2817","0.6338","17","8","2","25","15","5","3","20","","","","","","","0.00","","","","55.56","71.11","","","","","","","1997-06-27","21.22","21.51","EDM","5'09","R","2015","","","",""
"QMJHL","Bradley Lalonde","38040/bradley-lalonde","D","2018","DY+3","60","0.2167","0.4167","0.6334","6","7","8","13","6","19","9","25","133","4.51","65","9.23","203","6.40","3.38","13","57","0.9500","34.21","31.58","","","","","","","1997-08-01","21.12","21.42","BAC","6'01","R","2015","","","","pick224.com/images/38040_bradley-lalonde2018.png"
"WHL","Davis Koch","39828/davis-koch","F","2018","DY+2","68","0.4412","0.1912","0.6324","14","16","7","30","6","7","5","13","","","","","","","0.00","","","","69.77","46.51","","","","","","","1998-06-13","20.26","20.55","VAN/EDM","6'00","L","2016","","","",""
"WHL","Dylan Cozens","44427/dylan-cozens","F","2018","DY-1","57","0.4737","0.1579","0.6316","13","14","10","27","7","2","4","9","","","","","","","0.00","","","","75.00","55.56","","","","","","","2001-02-09","17.60","17.89","LET","6'03","R","2019","BUF (2019) - #7","BUF","BUF",""
"WHL","Kale Clague","39771/kale-clague","D","2018","DY+2","54","0.3333","0.2963","0.6296","5","13","16","18","3","13","9","16","","","","","","","0.00","","","","52.94","23.53","","","","","","","1998-06-05","20.28","20.57","BDN/MJ","6'00","L","2016","LAK (2016) - #51","LAK","LAK",""
"OHL","Michael Pezzetta","39181/michael-pezzetta","F","2018","DY+2","62","0.4355","0.1935","0.6290","16","11","10","27","7","5","3","12","138","11.59","37","18.92","185","12.43","2.98","23","52","0.8387","69.23","58.97","","","","","","","1998-03-13","20.51","20.80","SAR/SBY","6'01","L","2016","MTL (2016) - #160","MTL","MTL","pick224.com/images/39181_michael-pezzetta2018.png"
"OHL","Albert Michnac","40425/albert-michnac","F","2018","DY+1","59","0.5254","0.1017","0.6271","15","16","15","31","6","0","8","6","129","11.63","34","17.65","167","12.57","2.83","21","60","1.0169","83.78","56.76","","","","","","","1998-10-18","19.91","20.20","MISS","5'11","L","2017","","","","pick224.com/images/40425_albert-michnac2018.png"
"OHL","Maurizio Colella","37205/maurizio-colella","F","2018","DY+3","67","0.4328","0.1940","0.6268","16","13","8","29","4","9","8","13","179","8.94","37","10.81","231","9.96","3.45","23","61","0.9104","69.05","47.62","","","","","","","1997-03-21","21.48","21.78","FLNT","6'00","L","2015","","","","pick224.com/images/37205_maurizio-colella2018.png"
"WHL","Parker Kelly","41597/parker-kelly","F","2018","DY+1","69","0.5072","0.1159","0.6232","17","18","5","35","5","3","1","8","","","","","","","0.00","","","","81.40","51.16","","","","","","","1999-05-14","19.34","19.63","PA","5'11","L","2017","","","OTT",""
"WHL","Jared Legien","40228/jared-legien","F","2018","DY+2","61","0.5082","0.1148","0.6230","16","15","7","31","5","2","3","7","","","","","","","0.00","","","","81.58","55.26","","","","","","","1998-09-02","20.04","20.33","REG/VIC","6'01","L","2016","","","",""
"QMJHL","Jan Drozg","41300/jan-drozg","F","2018","DY+1","61","0.3770","0.2459","0.6229","11","12","7","23","5","10","5","15","93","11.83","26","19.23","121","13.22","1.98","16","50","0.8197","60.53","42.11","","","","","","","1999-04-01","19.46","19.75","SHA","6'00","R","2017","PIT (2017) - #152","PIT","PIT","pick224.com/images/41300_jan-drozg2018.png"
"OHL","Connor Bunnaman","39434/connor-bunnaman","F","2018","DY+2","66","0.4545","0.1667","0.6212","18","12","4","30","8","3","4","11","158","11.39","40","20.00","205","13.17","3.11","27","50","0.7576","73.17","63.41","","","","","","","1998-04-16","20.41","20.71","KIT","6'01","L","2016","PHI (2016) - #109","PHI","PHI","pick224.com/images/39434_connor-bunnaman2018.png"
"QMJHL","Yvan Mongo","37126/yvan-mongo","F","2018","DY+3","58","0.5690","0.0517","0.6207","15","18","5","33","2","1","4","3","137","10.95","22","9.09","169","10.65","2.91","18","47","0.8103","91.67","47.22","","","","","","","1997-03-11","21.51","21.81","DRU","5'08","L","2015","","","","pick224.com/images/37126_yvan-mongo2018.png"
"QMJHL","Alexander Khovanov","43246/alexander-khovanov","F","2018","DY","29","0.3793","0.2414","0.6207","6","5","6","11","3","4","4","7","52","11.54","14","21.43","67","13.43","2.31","9","28","0.9655","61.11","50.00","","","","","","","2000-04-12","18.43","18.72","MON","5'11","L","2018","MIN (2018) - #86","MIN","MIN","pick224.com/images/43246_alexander-khovanov2018.png"
"WHL","Jake Kryski","39136/jake-kryski","F","2018","DY+2","71","0.4930","0.1268","0.6197","12","23","6","35","3","6","4","9","","","","","","","0.00","","","","79.55","34.09","","","","","","","1998-03-08","20.52","20.81","CGY","5'11","L","2016","","","",""
"OHL","Domenico Commisso","39007/domenico-commisso","F","2018","DY+2","63","0.4921","0.1270","0.6191","18","13","12","31","5","3","11","8","116","15.52","29","17.24","145","15.86","2.30","23","62","0.9841","79.49","58.97","","","","","","","1998-02-19","20.57","20.87","OSH","6'00","R","2016","","","","pick224.com/images/39007_domenico-commisso2018.png"
"OHL","Mathieu Foget","37089/mathieu-foget","F","2018","DY+3","68","0.4706","0.1471","0.6177","11","21","8","32","5","5","5","10","115","9.57","24","20.83","147","14.97","2.16","22","61","0.8971","76.19","38.10","","","","","","","1997-03-06","21.53","21.82","MISS/OTT","5'09","R","2015","","","","pick224.com/images/37089_mathieu-foget2018.png"
"OHL","Adam Timleck","39056/adam-timleck","F","2018","DY+2","39","0.4872","0.1282","0.6154","10","9","3","19","3","2","2","5","78","12.82","24","12.50","102","12.75","2.62","13","29","0.7436","79.17","54.17","","","","","","","1998-02-26","20.55","20.85","PBO","5'09","R","2016","","","","pick224.com/images/39056_adam-timleck2018.png"
"QMJHL","Dmitri Zavgorodny","43859/dmitri-zavgorodny","F","2018","DY","62","0.4032","0.2097","0.6129","16","9","5","25","9","4","3","13","105","15.24","29","31.03","146","17.81","2.35","26","47","0.7581","65.79","65.79","","","","","","","2000-08-11","18.09","18.39","RIM","5'09","R","2018","CGY (2018) - #198","CGY","CGY","pick224.com/images/43859_dmitri-zavgorodny2018.png"
"WHL","Tristen Nielsen","42931/tristen-nielsen","F","2018","DY","49","0.4694","0.1429","0.6122","15","8","0","23","1","6","1","7","","","","","","","0.00","","","","76.67","53.33","","","","","","","2000-02-23","18.56","18.86","CGY","5'10","L","2018","","","",""
"OHL","Kenny Huether","38072/kenny-huether","F","2018","DY+3","67","0.3881","0.2239","0.6120","18","8","8","26","11","4","3","15","176","10.23","55","20.00","241","12.45","3.60","30","54","0.8060","63.41","70.73","","","","","","","1997-08-06","21.11","21.40","OSH","5'10","R","2015","","","","pick224.com/images/38072_kenny-huether2018.png"
"WHL","Curtis Miske","36707/curtis-miske","F","2018","DY+3","72","0.4583","0.1528","0.6111","21","12","7","33","4","7","10","11","","","","","","","0.00","","","","75.00","56.82","","","","","","","1997-01-17","21.66","21.96","PA","6'04","L","2015","","","",""
"OHL","Pavel Gogolev","42909/pavel-gogolev","F","2018","DY","66","0.5000","0.1061","0.6061","26","7","6","33","4","3","1","7","153","16.99","28","14.29","183","16.39","2.77","30","47","0.7121","82.50","75.00","","","","","","","2000-02-19","18.57","18.87","PBO","6'00","L","2018","","","","pick224.com/images/42909_pavel-gogolev2018.png"
"WHL","Leif Mattson","41995/leif-mattson","F","2018","DY+1","63","0.4603","0.1429","0.6032","16","13","10","29","5","4","6","9","","","","","","","0.00","","","","76.32","55.26","","","","","","","1999-07-23","19.14","19.44","KEL","6'00","R","2017","","","",""
"OHL","Ryan Moore","37338/ryan-moore","F","2018","DY+3","63","0.5079","0.0952","0.6031","15","17","15","32","3","3","6","6","146","10.27","23","13.04","176","10.23","2.79","18","60","0.9524","84.21","47.37","","","","","","","1997-04-09","21.43","21.73","HAM/FLNT","5'07","L","2015","","","","pick224.com/images/37338_ryan-moore2018.png"
"QMJHL","Simon Lafrance","40403/simon-lafrance","F","2018","DY+1","68","0.4265","0.1765","0.6030","16","13","5","29","3","9","12","12","121","13.22","22","13.64","148","13.51","2.18","20","59","0.8676","70.73","46.34","","","","","","","1998-10-12","19.93","20.22","VIC/VDO","5'08","L","2017","","","","pick224.com/images/40403_simon-lafrance2018.png"
"OHL","Cole Coskey","41711/cole-coskey","F","2018","DY+1","68","0.3971","0.2059","0.6030","20","7","5","27","7","7","4","14","126","15.87","35","20.00","167","16.17","2.46","27","50","0.7353","65.85","65.85","","","","","","","1999-06-01","19.29","19.58","SAG","6'00","R","2017","NYI (2019) - #209","NYI","NYI","pick224.com/images/41711_cole-coskey2018.png"
"QMJHL","Benoit-Olivier Groulx","42827/benoit-olivier-groulx","F","2018","DY","68","0.4559","0.1471","0.6030","19","12","8","31","8","2","5","10","122","15.57","40","20.00","169","16.57","2.49","28","55","0.8088","75.61","65.85","","","","","","","2000-02-06","18.61","18.90","HAL","6'01","L","2018","ANA (2018) - #54","ANA","ANA","pick224.com/images/42827_benoit-olivier-groulx2018.png"
"WHL","Alec Baer","38159/alec-baer","F","2018","DY+3","72","0.4306","0.1667","0.5972","21","10","4","31","7","5","7","12","","","","","","","0.00","","","","72.09","65.12","","","","","","","1997-08-25","21.06","21.35","KTN","5'10","R","2015","","","",""
"WHL","Colby Sissons","38740/colby-sissons","D","2018","DY+2","72","0.2778","0.3194","0.5972","8","12","13","20","5","18","7","23","","","","","","","0.00","","","","46.51","30.23","","","","","","","1998-01-15","20.67","20.96","SC","6'02","L","2016","","","NJD",""
"WHL","Brett Davis","41706/brett-davis","F","2018","DY+1","72","0.3611","0.2361","0.5972","16","10","6","26","6","11","2","17","","","","","","","0.00","","","","60.47","51.16","","","","","","","1999-06-01","19.29","19.58","KTN","6'01","L","2017","DAL (2017) - #163","DAL","",""
"OHL","Hayden Verbeek","38364/hayden-verbeek","F","2018","DY+2","67","0.5522","0.0448","0.5970","25","12","12","37","1","2","2","3","145","17.24","15","6.67","174","17.24","2.60","30","61","0.9104","92.50","65.00","","","","","","","1997-10-17","20.91","21.21","SSM","5'10","L","2016","","","MTL","pick224.com/images/38364_hayden-verbeek2018.png"
"QMJHL","Olivier Garneau","40046/olivier-garneau","F","2018","DY+2","67","0.3433","0.2537","0.5970","12","11","7","23","11","6","1","17","101","11.88","40","27.50","150","15.33","2.24","23","50","0.7463","57.50","57.50","","","","","","","1998-07-21","20.15","20.44","QUE","5'10","L","2016","","","","pick224.com/images/40046_olivier-garneau2018.png"
"QMJHL","Arnaud Durandeau","40747/arnaud-durandeau","F","2018","DY+1","67","0.5224","0.0746","0.5970","16","19","10","35","3","2","2","5","121","13.22","30","10.00","162","12.35","2.42","20","53","0.7910","87.50","47.50","","","","","","","1999-01-14","19.67","19.96","HAL","5'11","L","2017","NYI (2017) - #165","NYI","NYI","pick224.com/images/40747_arnaud-durandeau2018.png"
"OHL","Marian Studenic","40460/marian-studenic","F","2018","DY+1","62","0.4355","0.1613","0.5968","14","13","7","27","4","6","2","10","103","13.59","29","13.79","144","13.89","2.32","20","48","0.7742","72.97","48.65","","","","","","","1998-10-28","19.88","20.18","HAM","6'00","L","2017","NJD (2017) - #143","NJD","NJD","pick224.com/images/40460_marian-studenic2018.png"
"QMJHL","Luke Kirwan","38268/luke-kirwan","F","2018","DY+2","47","0.2979","0.2979","0.5958","12","2","5","14","9","5","4","14","118","10.17","37","24.32","160","13.13","3.40","21","37","0.7872","50.00","75.00","","","","","","","1997-09-23","20.98","21.27","QUE/BAC","6'02","L","2016","","","","pick224.com/images/38268_luke-kirwan2018.png"
"WHL","Austin Strand","36948/austin-strand","D","2018","DY+3","69","0.3478","0.2464","0.5942","12","12","12","24","12","5","8","17","","","","","","","0.00","","","","58.54","58.54","","","","","","","1997-02-17","21.58","21.87","SEA","6'04","R","2015","","","LAK",""
"WHL","Sean Richards","40604/sean-richards","F","2018","DY+1","64","0.5313","0.0625","0.5938","19","15","7","34","0","4","3","4","","","","","","","0.00","","","","89.47","50.00","","","","","","","1998-12-15","19.75","20.04","EVT","5'11","L","2017","","","",""
"OHL","Johnny Corneil","38113/johnny-corneil","F","2018","DY+3","64","0.5156","0.0781","0.5937","18","15","8","33","2","3","1","5","131","13.74","28","7.14","168","12.50","2.63","21","48","0.7500","86.84","52.63","","","","","","","1997-08-16","21.08","21.38","NIAG","5'11","L","2015","","","","pick224.com/images/38113_johnny-corneil2018.png"
"WHL","Jesse Gabrielle","37796/jesse-gabrielle","F","2018","DY+3","27","0.3704","0.2222","0.5926","7","3","1","10","6","0","1","6","","","","","","","0.00","","","","62.50","81.25","","","","","","","1997-06-17","21.24","21.54","REG","5'11","L","2015","BOS (2015) - #105","BOS","",""
"QMJHL","Daniel Hardie","39820/daniel-hardie","F","2018","DY+2","68","0.4559","0.1324","0.5883","21","10","5","31","4","5","8","9","151","13.91","38","10.53","196","12.76","2.88","25","53","0.7794","77.50","62.50","","","","","","","1998-06-11","20.26","20.56","SNB/CHA","5'10","L","2016","","","","pick224.com/images/39820_daniel-hardie2018.png"
"OHL","Cole Purboo","41821/cole-purboo","F","2018","DY+1","68","0.4118","0.1765","0.5883","15","13","7","28","6","6","1","12","128","11.72","37","16.22","172","12.21","2.53","21","49","0.7206","70.00","52.50","","","","","","","1999-06-18","19.24","19.54","WSR","6'03","R","2017","","","","pick224.com/images/41821_cole-purboo2018.png"
"OHL","Mac Hollowell","40337/mac-hollowell","D","2018","DY+1","63","0.4127","0.1746","0.5873","10","16","11","26","2","9","5","11","93","10.75","25","8.00","120","10.00","1.90","12","56","0.8889","70.27","32.43","","","","","","","1998-09-26","19.97","20.26","SSM","5'10","R","2017","TOR (2018) - #118","TOR","TOR","pick224.com/images/40337_mac-hollowell2018.png"
"WHL","Emil Oksanen","40329/emil-oksanen","F","2018","DY+1","58","0.3448","0.2414","0.5862","8","12","6","20","7","7","7","14","","","","","","","0.00","","","","58.82","44.12","","","","","","","1998-09-25","19.97","20.27","REG","6'01","R","2017","","","",""
"QMJHL","Samuel Asselin","39944/samuel-asselin","F","2018","DY+2","48","0.4792","0.1042","0.5834","8","15","7","23","5","0","7","5","95","8.42","41","12.20","140","9.29","2.92","13","42","0.8750","82.14","46.43","","","","","","","1998-07-01","20.21","20.50","BAT/SHA","5'09","L","2016","","","","pick224.com/images/39944_samuel-asselin2018.png"
"WHL","Riley Woods","39907/riley-woods","F","2018","DY+2","72","0.4583","0.1250","0.5833","17","16","8","33","6","3","4","9","","","","","","","0.00","","","","78.57","54.76","","","","","","","1998-06-25","20.22","20.52","SPO","5'10","L","2016","","","",""
"QMJHL","Adam Marsh","38146/adam-marsh","F","2018","DY+3","19","0.3684","0.2105","0.5789","3","4","2","7","3","1","2","4","41","7.32","9","33.33","54","11.11","2.84","6","15","0.7895","63.64","54.55","","","","","","","1997-08-22","21.06","21.36","CHA","6'00","L","2015","DET (2015) - #200","DET","","pick224.com/images/38146_adam-marsh2018.png"
"OHL","Mason Kohn","37524/mason-kohn","F","2018","DY+3","64","0.4219","0.1563","0.5782","14","13","7","27","5","5","7","10","114","12.28","34","14.71","159","12.58","2.48","20","54","0.8438","72.97","51.35","","","","","","","1997-05-03","21.37","21.66","SAG/OSH","6'00","L","2015","","","","pick224.com/images/37524_mason-kohn2018.png"
"QMJHL","Pascal Aquin","37891/pascal-aquin","F","2018","DY+3","59","0.4407","0.1356","0.5763","14","12","5","26","7","1","0","8","124","11.29","25","28.00","161","14.91","2.73","24","43","0.7288","76.47","61.76","","","","","","","1997-07-03","21.20","21.49","CHA","6'01","L","2015","","","","pick224.com/images/37891_pascal-aquin2018.png"
"QMJHL","Charles-Edouard D'Astous","39476/charles-edouard-d-astous","D","2018","DY+2","59","0.3559","0.2203","0.5762","12","9","17","21","6","7","3","13","170","7.06","35","17.14","212","8.49","3.59","18","56","0.9492","61.76","52.94","","","","","","","1998-04-21","20.40","20.69","RIM","6'02","L","2016","","","","pick224.com/images/39476_charles-edouard-d-astous2018.png"
"WHL","Kyle Topping","42469/kyle-topping","F","2018","DY","66","0.3485","0.2273","0.5758","16","7","19","23","5","10","4","15","","","","","","","0.00","","","","60.53","55.26","","","","","","","1999-11-18","18.83","19.12","KEL","5'11","R","2018","","","",""
"QMJHL","Gabriel Fortier","42828/gabriel-fortier","F","2018","DY","66","0.4242","0.1515","0.5757","16","12","8","28","7","3","10","10","133","12.03","25","28.00","172","15.12","2.61","26","59","0.8939","73.68","60.53","","","","","","","2000-02-06","18.61","18.90","BAC","5'10","L","2018","TBL (2018) - #59","TBL","TBL","pick224.com/images/42828_gabriel-fortier2018.png"
"QMJHL","Ross MacDougall","37093/ross-macdougall","D","2018","DY+3","42","0.2381","0.3333","0.5714","2","8","3","10","5","9","3","14","54","3.70","20","25.00","76","9.21","1.81","7","31","0.7381","41.67","29.17","","","","","","","1997-03-06","21.53","21.82","CAP","5'11","R","2015","","","","pick224.com/images/37093_ross-macdougall2018.png"
"WHL","Beck Malenstyn","38883/beck-malenstyn","F","2018","DY+2","42","0.4524","0.1190","0.5714","9","10","2","19","4","1","0","5","","","","","","","0.00","","","","79.17","54.17","","","","","","","1998-02-04","20.61","20.91","SC/CGY","6'02","L","2016","WSH (2016) - #145","WSH","WSH",""
"QMJHL","Jordan Maher","39156/jordan-maher","F","2018","DY+2","63","0.4444","0.1270","0.5714","13","15","12","28","6","2","12","8","94","13.83","25","24.00","121","15.70","1.92","19","61","0.9683","77.78","52.78","","","","","","","1998-03-11","20.51","20.81","BAT","6'00","R","2016","","","","pick224.com/images/39156_jordan-maher2018.png"
"QMJHL","Yaroslav Alexeyev","40765/yaroslav-alexeyev","F","2018","DY+1","63","0.4127","0.1587","0.5714","13","13","13","26","7","3","4","10","122","10.66","26","26.92","152","13.16","2.41","20","53","0.8413","72.22","55.56","","","","","","","1999-01-17","19.66","19.96","SHE","5'11","L","2017","","","","pick224.com/images/40765_yaroslav-alexeyev2018.png"
"WHL","Josh Paterson","40796/josh-paterson","F","2018","DY+1","72","0.4306","0.1389","0.5694","20","11","11","31","10","0","0","10","","","","","","","0.00","","","","75.61","73.17","","","","","","","1999-01-21","19.65","19.94","SAS","6'02","R","2017","","","",""
"QMJHL","Alexander Katerinakis","39510/alexander-katerinakis","F","2018","DY+2","51","0.5098","0.0588","0.5686","12","14","7","26","0","3","2","3","85","14.12","7","0.00","97","13.40","1.90","13","40","0.7843","89.66","41.38","","","","","","","1998-04-25","20.39","20.68","BLB","5'11","R","2016","","","","pick224.com/images/39510_alexander-katerinakis2018.png"
"QMJHL","Noah Dobson","42627/noah-dobson","D","2018","DY","67","0.2985","0.2687","0.5672","4","16","17","20","11","7","11","18","181","2.21","83","13.25","276","6.16","4.12","17","69","1.0299","52.63","39.47","","","","","","","2000-01-07","18.69","18.98","BAT","6'03","R","2018","NYI (2018) - #12","NYI","NYI","pick224.com/images/42627_noah-dobson2018.png"
"WHL","Peyton Krebs","44369/peyton-krebs","F","2018","DY-1","67","0.4179","0.1493","0.5672","14","14","8","28","3","7","5","10","","","","","","","0.00","","","","73.68","44.74","","","","","","","2001-01-26","17.64","17.93","KTN","5'11","L","2019","VGK (2019) - #17","VGK","VGK",""
"OHL","Anthony Salinitri","39110/anthony-salinitri","F","2018","DY+2","67","0.4328","0.1343","0.5671","19","10","9","29","6","3","7","9","145","13.10","29","20.69","189","14.29","2.82","27","58","0.8657","76.32","65.79","","","","","","","1998-03-05","20.53","20.82","SAR","5'11","L","2016","PHI (2016) - #172","PHI","","pick224.com/images/39110_anthony-salinitri2018.png"
"WHL","Tomas Soustal","36938/tomas-soustal","F","2018","DY+3","69","0.4203","0.1449","0.5652","13","16","8","29","5","5","6","10","","","","","","","0.00","","","","74.36","46.15","","","","","","","1997-02-15","21.58","21.88","KEL/EDM","6'02","R","2015","","","",""
"WHL","Zach Fischer","37976/zach-fischer","F","2018","DY+3","46","0.4565","0.1087","0.5652","16","5","7","21","5","0","0","5","","","","","","","0.00","","","","80.77","80.77","","","","","","","1997-07-19","21.16","21.45","MH/SPO","6'01","R","2015","CGY (2017) - #140","CGY","",""
"QMJHL","Brett Budgell","44889/brett-budgell","F","2018","DY-1","32","0.4375","0.1250","0.5625","8","6","3","14","2","2","1","4","51","15.69","8","25.00","63","15.87","1.97","10","22","0.6875","77.78","55.56","","","","","","","2001-06-01","17.29","17.58","CHA","6'00","L","2019","","","","pick224.com/images/44889_brett-budgell2018.png"
"WHL","Regan Nagy","37577/regan-nagy","F","2018","DY+3","57","0.4561","0.1053","0.5614","19","7","5","26","5","1","6","6","","","","","","","0.00","","","","81.25","75.00","","","","","","","1997-05-11","21.34","21.64","VIC/PA","6'00","R","2015","","","",""
"QMJHL","Mathieu Sevigny","39171/mathieu-sevigny","F","2018","DY+2","41","0.3902","0.1707","0.5609","7","9","5","16","6","1","1","7","82","8.54","19","31.58","104","12.50","2.54","13","30","0.7317","69.57","56.52","","","","","","","1998-03-12","20.51","20.80","VIC","6'01","L","2016","","","","pick224.com/images/39171_mathieu-sevigny2018.png"
"OHL","Austen Keating","41123/austen-keating","F","2018","DY+1","66","0.4091","0.1515","0.5606","16","11","7","27","5","5","5","10","138","11.59","39","12.82","186","12.90","2.82","24","52","0.7879","72.97","56.76","","","","","","","1999-03-07","19.52","19.82","OTT","6'00","L","2017","","","","pick224.com/images/41123_austen-keating2018.png"
"QMJHL","Alex Breton","37902/alex-breton","D","2018","DY+3","59","0.2373","0.3220","0.5593","3","11","3","14","6","13","3","19","106","2.83","32","18.75","143","6.99","2.42","10","40","0.6780","42.42","27.27","","","","","","","1997-07-05","21.19","21.49","GAT","6'00","L","2015","","","","pick224.com/images/37902_alex-breton2018.png"
"WHL","Colton Kroeker","36740/colton-kroeker","F","2018","DY+3","68","0.3824","0.1765","0.5588","9","17","10","26","2","10","4","12","","","","","","","0.00","","","","68.42","28.95","","","","","","","1997-01-21","21.65","21.94","KTN","6'02","R","2015","","","",""
"OHL","Joseph Garreffa","42084/joseph-garreffa","F","2018","DY+1","68","0.3676","0.1912","0.5588","8","17","17","25","4","9","10","13","82","9.76","20","20.00","103","11.65","1.51","12","65","0.9559","65.79","31.58","","","","","","","1999-08-09","19.10","19.39","KIT","5'07","L","2017","","","","pick224.com/images/42084_joseph-garreffa2018.png"
"WHL","Riley Sutter","42389/riley-sutter","F","2018","DY","68","0.4118","0.1471","0.5588","17","11","9","28","8","2","5","10","","","","","","","0.00","","","","73.68","65.79","","","","","","","1999-10-25","18.89","19.18","EVT","6'02","R","2018","WSH (2018) - #93","WSH","WSH",""
"WHL","Kirby Dach","44344/kirby-dach","F","2018","DY-1","52","0.3269","0.2308","0.5577","4","13","5","17","3","9","8","12","","","","","","","0.00","","","","58.62","24.14","","","","","","","2001-01-21","17.65","17.94","SAS","6'04","R","2019","CHI (2019) - #3","CHI","CHI",""
