"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","SH%","SHOTS/GP","TG","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"OHL","Artyom Artyomov","36711/artyom-artyomov","F","2016","DY+1","67","0.5224","0.1493","0.6717","14","21","8","35","5","5","2","10","185","7.57","43","11.63","228","8.33","3.40","19","55","0.8209","77.78","42.22","","","","","","","1997-01-17","19.66","19.96","","","R","2015","","","","pick224.com/images/36711_artyom-artyomov2016.png"
"WHL","Ty Ronning","38373/ty-ronning","F","2016","DY","67","0.5075","0.1642","0.6717","23","11","9","34","8","3","5","11","","","","","","","0.00","31","59","0.8806","75.56","68.89","","","","","","","1997-10-20","18.90","19.20","","","R","2016","NYR (2016) - #201","NYR","NYR",""
"WHL","Tim Mcgauley","33857/tim-mcgauley","F","2016","DY+3","51","0.4314","0.2353","0.6667","13","9","8","22","8","4","5","12","","","","","","","0.00","22","48","0.9412","64.71","61.76","","","","","","","1995-07-23","21.14","21.44","","","L","2013","","","",""
"QMJHL","Alexandre Carrier","36316/alexandre-carrier","D","2016","DY+1","57","0.4737","0.1930","0.6667","9","18","2","27","3","8","6","11","86","10.47","18","16.67","106","11.32","1.86","12","47","0.8246","71.05","31.58","","","","","","","1996-10-08","19.94","20.23","","","R","2015","NSH (2015) - #115","NSH","NSH","pick224.com/images/36316_alexandre-carrier2016.png"
"QMJHL","Shawn St-Amant","36455/shawn-st-amant","F","2016","DY+1","60","0.5500","0.1167","0.6667","19","14","12","33","2","5","2","7","117","16.24","24","8.33","150","15.33","2.50","23","57","0.9500","82.50","52.50","","","","","","","1996-11-18","19.83","20.12","","","R","2015","","","","pick224.com/images/36455_shawn-st-amant2016.png"
"QMJHL","Adam Marsh","38146/adam-marsh","F","2016","DY+1","48","0.5000","0.1667","0.6667","20","4","6","24","3","5","4","8","121","16.53","24","12.50","150","15.33","3.13","23","42","0.8750","75.00","71.88","","","","","","","1997-08-22","19.06","19.36","","","L","2015","DET (2015) - #200","DET","","pick224.com/images/38146_adam-marsh2016.png"
"OHL","Boris Katchouk","39865/boris-katchouk","F","2016","DY","63","0.5397","0.1270","0.6667","17","17","7","34","6","2","1","8","94","18.09","21","28.57","119","20.17","1.89","24","51","0.8095","80.95","54.76","","","","","","","1998-06-18","18.24","18.54","","","L","2016","TBL (2016) - #44","TBL","TBL","pick224.com/images/39865_boris-katchouk2016.png"
"WHL","Dominic Turgeon","34982/dominic-turgeon","F","2016","DY+2","72","0.4444","0.2222","0.6666","21","11","9","32","12","4","8","16","","","","","","","0.00","36","70","0.9722","66.67","68.75","","","","","","","1996-02-25","20.56","20.85","","","L","2014","DET (2014) - #63","DET","DET",""
"WHL","Radel Fazleyev","34577/radel-fazleyev","F","2016","DY+2","59","0.3898","0.2712","0.6610","12","11","10","23","3","13","13","16","","","","","","","0.00","19","71","1.2034","58.97","38.46","","","","","","","1996-01-07","20.69","20.98","","","L","2014","PHI (2014) - #168","PHI","",""
"OHL","Juho Lammikko","34766/juho-lammikko","F","2016","DY+2","59","0.5424","0.1186","0.6610","15","17","6","32","4","3","6","7","118","12.71","30","13.33","158","13.92","2.68","22","55","0.9322","82.05","48.72","","","","","","","1996-01-29","20.63","20.92","","","L","2014","FLA (2014) - #65","FLA","FLA","pick224.com/images/34766_juho-lammikko2016.png"
"QMJHL","Matthew Boucher","38577/matthew-boucher","F","2016","DY","59","0.4407","0.2203","0.6610","18","8","8","26","8","5","8","13","193","9.33","29","27.59","245","12.24","4.15","30","60","1.0169","66.67","66.67","","","","","","","1997-12-17","18.74","19.04","","","L","2016","","","","pick224.com/images/38577_matthew-boucher2016.png"
"OHL","Mikkel Aagaard","34263/mikkel-aagaard","F","2016","DY+2","64","0.5625","0.0938","0.6563","18","18","4","36","3","3","4","6","168","10.71","26","11.54","213","11.27","3.33","24","53","0.8281","85.71","50.00","","","","","","","1995-10-18","20.91","21.20","","","L","2014","","","","pick224.com/images/34263_mikkel-aagaard2016.png"
"WHL","Tomas Soustal","36938/tomas-soustal","F","2016","DY+1","58","0.5000","0.1552","0.6552","14","15","7","29","6","3","1","9","","","","","","","0.00","20","46","0.7931","76.32","52.63","","","","","","","1997-02-15","19.58","19.88","","","R","2015","","","",""
"QMJHL","Julien Nantel","36189/julien-nantel","F","2016","DY+2","52","0.5000","0.1538","0.6538","17","9","9","26","4","4","2","8","126","13.49","34","11.76","174","12.64","3.35","22","46","0.8846","76.47","61.76","","","","","","","1996-09-06","20.03","20.32","","","L","2014","COL (2014) - #204","COL","","pick224.com/images/36189_julien-nantel2016.png"
"QMJHL","Mark Simpson","33315/mark-simpson","F","2016","DY+3","66","0.4848","0.1667","0.6515","12","20","8","32","6","5","4","11","134","8.96","39","15.38","185","10.81","2.80","20","59","0.8939","74.42","41.86","","","","","","","1995-04-24","21.39","21.69","","","L","2013","","","","pick224.com/images/33315_mark-simpson2016.png"
"OHL","Gustaf Franzen","36254/gustaf-franzen","F","2016","DY+1","66","0.5000","0.1515","0.6515","12","21","8","33","5","5","1","10","105","11.43","43","11.63","153","11.11","2.32","17","52","0.7879","76.74","39.53","","","","","","","1996-09-22","19.98","20.28","","","R","2015","","","","pick224.com/images/36254_gustaf-franzen2016.png"
"QMJHL","Jeffrey Truchon-Viel","36789/jeffrey-truchon-viel","F","2016","DY+1","66","0.4697","0.1818","0.6515","26","5","9","31","7","5","4","12","180","14.44","29","24.14","214","15.42","3.24","33","56","0.8485","72.09","76.74","","","","","","","1997-01-28","19.63","19.93","","","L","2015","","","SJS","pick224.com/images/36789_jeffrey-truchon-viel2016.png"
"QMJHL","Charley Graaskamp","34785/charley-graaskamp","F","2016","DY+2","57","0.4737","0.1754","0.6491","13","14","3","27","7","3","5","10","82","15.85","17","41.18","103","19.42","1.81","20","45","0.7895","72.97","54.05","","","","","","","1996-01-31","20.63","20.92","","","R","2014","","","","pick224.com/images/34785_charley-graaskamp2016.png"
"WHL","Brett Howden","39304/brett-howden","F","2016","DY","68","0.4265","0.2206","0.6471","16","13","10","29","8","7","10","15","","","","","","","0.00","24","64","0.9412","65.91","54.55","","","","","","","1998-03-29","18.46","18.76","","","L","2016","TBL (2016) - #27","TBL","NYR",""
"OHL","Aaron Luchuk","37311/aaron-luchuk","F","2016","DY+1","68","0.5441","0.1029","0.6470","24","13","5","37","2","5","3","7","138","17.39","22","9.09","168","16.07","2.47","27","53","0.7794","84.09","59.09","","","","","","","1997-04-05","19.44","19.74","","","L","2015","","","MTL","pick224.com/images/37311_aaron-luchuk2016.png"
"QMJHL","Brad Kennedy","35171/brad-kennedy","F","2016","DY+2","64","0.4531","0.1875","0.6406","18","11","8","29","7","5","7","12","151","11.92","28","25.00","186","13.44","2.91","25","56","0.8750","70.73","60.98","","","","","","","1996-03-24","20.48","20.77","","","R","2014","","","","pick224.com/images/35171_brad-kennedy2016.png"
"WHL","Michael Spacek","37340/michael-spacek","F","2016","DY+1","61","0.4754","0.1639","0.6393","14","15","6","29","4","6","9","10","","","","","","","0.00","18","54","0.8852","74.36","46.15","","","","","","","1997-04-09","19.43","19.73","","","R","2015","WPG (2015) - #108","WPG","WPG",""
"WHL","Brad Morrison","36609/brad-morrison","F","2016","DY+1","72","0.4722","0.1667","0.6389","19","15","7","34","9","3","9","12","","","","","","","0.00","28","62","0.8611","73.91","60.87","","","","","","","1997-01-04","19.70","19.99","","","L","2015","NYR (2015) - #113","NYR","LAK",""
"OHL","Bryson Cianfrone","32784/bryson-cianfrone","F","2016","DY+3","58","0.4483","0.1897","0.6380","11","15","7","26","5","6","5","11","105","10.48","29","17.24","139","12.23","2.40","17","50","0.8621","70.27","43.24","","","","","","","1995-02-14","21.59","21.88","","","L","2013","","","","pick224.com/images/32784_bryson-cianfrone2016.png"
"WHL","Remi Laurencelle","34212/remi-laurencelle","F","2016","DY+2","69","0.5217","0.1159","0.6376","24","12","4","36","4","4","10","8","","","","","","","0.00","28","58","0.8406","81.82","63.64","","","","","","","1995-10-05","20.94","21.24","","","L","2014","","","",""
"QMJHL","Massimo Carozza","35604/massimo-carozza","F","2016","DY+2","66","0.5303","0.1061","0.6364","17","18","10","35","5","2","0","7","169","10.06","26","19.23","215","12.56","3.26","27","59","0.8939","83.33","52.38","","","","","","","1996-05-19","20.32","20.62","","","L","2014","","","","pick224.com/images/35604_massimo-carozza2016.png"
"QMJHL","A.J. Greer","36537/a.j.-greer","F","2016","DY+1","33","0.3939","0.2424","0.6363","10","3","3","13","6","2","3","8","89","11.24","25","24.00","118","13.56","3.58","16","27","0.8182","61.90","76.19","","","","","","","1996-12-14","19.75","20.05","","","L","2015","COL (2015) - #39","COL","COL","pick224.com/images/36537_a.j.-greer2016.png"
"OHL","Warren Foegele","35225/warren-foegele","F","2016","DY+2","52","0.5000","0.1346","0.6346","10","16","10","26","3","4","5","7","121","8.26","20","15.00","145","8.97","2.79","13","48","0.9231","78.79","39.39","","","","","","","1996-04-01","20.46","20.75","","","L","2014","CAR (2014) - #67","CAR","CAR","pick224.com/images/35225_warren-foegele2016.png"
"OHL","Dmitri Sokolov","39425/dmitri-sokolov","F","2016","DY","68","0.4118","0.2206","0.6324","20","8","6","28","10","5","3","15","170","11.76","61","16.39","231","12.99","3.40","30","52","0.7647","65.12","69.77","","","","","","","1998-04-14","18.42","18.71","","","L","2016","MIN (2016) - #196","MIN","MIN","pick224.com/images/39425_dmitri-sokolov2016.png"
"WHL","Ryley Lindgren","34689/ryley-lindgren","F","2016","DY+2","65","0.3692","0.2615","0.6307","13","11","5","24","14","3","3","17","","","","","","","0.00","27","50","0.7692","58.54","65.85","","","","","","","1996-01-20","20.65","20.95","","","R","2014","","","",""
"QMJHL","Joey Ratelle","35390/joey-ratelle","F","2016","DY+2","27","0.4074","0.2222","0.6296","5","6","4","11","6","0","3","6","59","8.47","13","46.15","76","14.47","2.81","11","24","0.8889","64.71","64.71","","","","","","","1996-04-22","20.40","20.69","","","L","2014","","","","pick224.com/images/35390_joey-ratelle2016.png"
"QMJHL","Alexandre Fortin","37016/alexandre-fortin","F","2016","DY+1","54","0.4815","0.1481","0.6296","16","10","4","26","3","5","5","8","82","19.51","15","20.00","105","18.10","1.94","19","43","0.7963","76.47","55.88","","","","","","","1997-02-25","19.56","19.85","","","L","2015","","","CHI","pick224.com/images/37016_alexandre-fortin2016.png"
"QMJHL","Philippe Sanche","33543/philippe-sanche","F","2016","DY+3","35","0.3143","0.3143","0.6286","7","4","8","11","7","4","3","11","54","12.96","26","26.92","87","17.24","2.49","15","34","0.9714","50.00","63.64","","","","","","","1995-05-29","21.29","21.59","","","R","2013","","","","pick224.com/images/33543_philippe-sanche2016.png"
"QMJHL","Tyler Boland","36215/tyler-boland","F","2016","DY+2","67","0.4030","0.2239","0.6269","19","8","4","27","6","9","7","15","140","13.57","37","16.22","185","14.05","2.76","26","54","0.8060","64.29","59.52","","","","","","","1996-09-12","20.01","20.30","","","L","2014","","","","pick224.com/images/36215_tyler-boland2016.png"
"QMJHL","Samuel Girard","39629/samuel-girard","D","2016","DY","67","0.2388","0.3881","0.6269","3","13","20","16","7","19","12","26","53","5.66","29","24.14","87","11.49","1.30","10","74","1.1045","38.10","23.81","","","","","","","1998-05-12","18.34","18.64","","","L","2016","NSH (2016) - #47","NSH","COL","pick224.com/images/39629_samuel-girard2016.png"
"OHL","Mason Marchment","32951/mason-marchment","F","2016","DY+3","61","0.4262","0.1967","0.6229","12","14","8","26","8","4","5","12","95","12.63","32","25.00","131","15.27","2.15","20","51","0.8361","68.42","52.63","","","","","","","1995-03-06","21.53","21.82","","","L","2013","","","FLA","pick224.com/images/32951_mason-marchment2016.png"
"OHL","Steven Lorentz","35324/steven-lorentz","F","2016","DY+2","58","0.5690","0.0517","0.6207","21","12","10","33","2","1","2","3","127","16.54","25","8.00","155","14.84","2.67","23","48","0.8276","91.67","63.89","","","","","","","1996-04-13","20.42","20.72","","","L","2014","CAR (2015) - #186","CAR","CAR","pick224.com/images/35324_steven-lorentz2016.png"
"WHL","Keanu Yamamoto","35649/keanu-yamamoto","F","2016","DY+2","71","0.4930","0.1268","0.6198","19","16","6","35","3","6","3","9","","","","","","","0.00","22","54","0.7606","79.55","50.00","","","","","","","1996-05-27","20.30","20.59","","","R","2014","","","",""
"QMJHL","Gabriel Gagne","36430/gabriel-gagne","F","2016","DY+1","42","0.4524","0.1667","0.6191","13","6","8","19","4","3","2","7","95","13.68","18","22.22","115","14.78","2.74","17","36","0.8571","73.08","65.38","","","","","","","1996-11-11","19.84","20.14","","","R","2015","OTT (2015) - #36","OTT","","pick224.com/images/36430_gabriel-gagne2016.png"
"OHL","Brendan Perlini","35428/brendan-perlini","F","2016","DY+2","57","0.4211","0.1930","0.6141","18","6","7","24","7","4","3","11","147","12.24","65","10.77","219","11.42","3.84","25","45","0.7895","68.57","71.43","","","","","","","1996-04-27","20.38","20.68","","","L","2014","ARI (2014) - #12","ARI","DET","pick224.com/images/35428_brendan-perlini2016.png"
"QMJHL","Jan Mandat","34368/jan-mandat","F","2016","DY+2","62","0.4194","0.1935","0.6129","9","17","14","26","7","5","5","12","132","6.82","35","20.00","179","11.17","2.89","20","64","1.0323","68.42","42.11","","","","","","","1995-11-18","20.83","21.12","","","L","2014","","","","pick224.com/images/34368_jan-mandat2016.png"
"WHL","Rodrigo Abols","34556/rodrigo-abols","F","2016","DY+2","62","0.4677","0.1452","0.6129","15","14","8","29","5","4","3","9","","","","","","","0.00","20","49","0.7903","76.32","52.63","","","","","","","1996-01-05","20.69","20.99","","","L","2014","VAN (2016) - #184","VAN","FLA",""
"WHL","Mason Shaw","40477/mason-shaw","F","2016","DY-1","67","0.4478","0.1642","0.6120","12","18","10","30","3","8","5","11","","","","","","","0.00","17","60","0.8955","73.17","36.59","","","","","","","1998-11-03","17.87","18.16","","","L","2017","MIN (2017) - #97","MIN","MIN",""
"WHL","Hudson Elynuik","38551/hudson-elynuik","F","2016","DY","56","0.4643","0.1429","0.6072","12","14","9","26","6","2","0","8","","","","","","","0.00","19","44","0.7857","76.47","52.94","","","","","","","1997-12-10","18.76","19.06","","","L","2016","CAR (2016) - #74","CAR","",""
"OHL","Jeremiah Addison","36364/jeremiah-addison","F","2016","DY+1","66","0.4091","0.1970","0.6061","13","14","5","27","12","1","8","13","128","10.16","43","27.91","179","15.08","2.71","27","56","0.8485","67.50","62.50","","","","","","","1996-10-21","19.90","20.19","","","L","2015","MTL (2015) - #207","MTL","","pick224.com/images/36364_jeremiah-addison2016.png"
"QMJHL","Bronson Beaton","32947/bronson-beaton","F","2016","DY+3","68","0.3824","0.2206","0.6030","17","9","11","26","12","3","5","15","173","9.83","45","26.67","231","12.55","3.40","29","60","0.8824","63.41","70.73","","","","","","","1995-03-06","21.53","21.82","","","R","2013","","","","pick224.com/images/32947_bronson-beaton2016.png"
"WHL","Jake Bean","39798/jake-bean","D","2016","DY","68","0.2941","0.3088","0.6029","11","9","9","20","12","9","12","21","","","","","","","0.00","24","64","0.9412","48.78","56.10","","","","","","","1998-06-09","18.27","18.56","","","L","2016","CAR (2016) - #13","CAR","CAR",""
"OHL","Sam Studnicka","32524/sam-studnicka","F","2016","DY+3","60","0.3667","0.2333","0.6000","12","10","4","22","11","3","2","14","92","13.04","35","31.43","130","18.46","2.17","24","43","0.7167","61.11","63.89","","","","","","","1995-01-15","21.67","21.96","","","R","2013","","","","pick224.com/images/32524_sam-studnicka2016.png"
"OHL","Michael Cramarossa","35630/michael-cramarossa","F","2016","DY+2","62","0.3871","0.2097","0.5968","10","14","5","24","5","8","5","13","86","11.63","15","33.33","104","14.42","1.68","15","47","0.7581","64.86","40.54","","","","","","","1996-05-24","20.31","20.60","","","L","2014","","","","pick224.com/images/35630_michael-cramarossa2016.png"
"QMJHL","Dmitri Zhukenov","37230/dmitri-zhukenov","F","2016","DY+1","64","0.2969","0.2969","0.5938","6","13","6","19","9","10","13","19","73","8.22","17","52.94","94","15.96","1.47","15","57","0.8906","50.00","39.47","","","","","","","1997-03-24","19.48","19.77","","","R","2015","VAN (2015) - #114","VAN","VAN","pick224.com/images/37230_dmitri-zhukenov2016.png"
"OHL","Kenny Huether","38072/kenny-huether","F","2016","DY+1","64","0.3750","0.2188","0.5938","18","6","11","24","8","6","9","14","185","9.73","68","11.76","256","10.16","4.00","26","58","0.9063","63.16","68.42","","","","","","","1997-08-06","19.11","19.40","","","R","2015","","","","pick224.com/images/38072_kenny-huether2016.png"
"WHL","David Quenneville","39176/david-quenneville","D","2016","DY","64","0.2656","0.3281","0.5937","3","14","9","17","11","10","6","21","","","","","","","0.00","14","55","0.8594","44.74","36.84","","","","","","","1998-03-13","18.51","18.80","","","R","2016","NYI (2016) - #200","NYI","NJD",""
"OHL","Max Jones","38984/max-jones","F","2016","DY","63","0.4921","0.0952","0.5873","21","10","7","31","4","2","3","6","143","14.69","28","14.29","192","14.58","3.05","28","52","0.8254","83.78","67.57","","","","","","","1998-02-17","18.58","18.87","","","L","2016","ANA (2016) - #24","ANA","ANA","pick224.com/images/38984_max-jones2016.png"
"OHL","Steven Harland","35538/steven-harland","F","2016","DY+2","53","0.5283","0.0566","0.5849","10","18","7","28","2","1","2","3","55","18.18","11","18.18","66","18.18","1.25","12","40","0.7547","90.32","38.71","","","","","","","1996-05-10","20.35","20.64","","","R","2014","","","","pick224.com/images/35538_steven-harland2016.png"
"WHL","Macoy Erkamps","32668/macoy-erkamps","D","2016","DY+3","72","0.3472","0.2361","0.5833","6","19","19","25","6","11","6","17","","","","","","","0.00","13","71","0.9861","59.52","28.57","","","","","","","1995-02-02","21.62","21.91","","","R","2013","","","",""
"OHL","Mikhail Sergachev","39912/mikhail-sergachyov","D","2016","DY","67","0.2687","0.3134","0.5821","9","9","7","18","8","13","10","21","100","9.00","50","16.00","156","10.90","2.33","17","57","0.8507","46.15","43.59","","","","","","","1998-06-25","18.22","18.52","","","L","2016","MTL (2016) - #9","MTL","TBL","pick224.com/images/39912_mikhail-sergachyov2016.png"
"QMJHL","Alexis Pepin","35406/alexis-pepin","F","2016","DY+2","62","0.3871","0.1935","0.5806","15","9","7","24","8","4","4","12","115","13.04","36","22.22","160","14.38","2.58","23","47","0.7581","66.67","63.89","","","","","","","1996-04-24","20.39","20.69","","","L","2014","COL (2014) - #114","COL","","pick224.com/images/35406_alexis-pepin2016.png"
"WHL","Carson Stadnyk","32722/carson-stadnyk","F","2016","DY+3","71","0.4225","0.1549","0.5774","15","15","6","30","6","5","2","11","","","","","","","0.00","21","49","0.6901","73.17","51.22","","","","","","","1995-02-07","21.61","21.90","","","L","2013","","","",""
"WHL","Matt Revel","35418/matt-revel","F","2016","DY+2","66","0.4091","0.1667","0.5758","15","12","10","27","7","4","4","11","","","","","","","0.00","23","53","0.8030","71.05","57.89","","","","","","","1996-04-26","20.39","20.68","","","R","2014","","","",""
"OHL","Brett McKenzie","37132/brett-mckenzie","F","2016","DY+1","66","0.4848","0.0909","0.5757","19","13","7","32","2","4","2","6","151","12.58","21","9.52","188","13.83","2.85","26","53","0.8030","84.21","55.26","","","","","","","1997-03-12","19.51","19.80","","","L","2015","VAN (2016) - #194","VAN","","pick224.com/images/37132_brett-mckenzie2016.png"
"QMJHL","Gabriel Slight","33683/gabriel-slight","F","2016","DY+3","61","0.3115","0.2623","0.5738","14","5","4","19","7","9","3","16","110","12.73","39","17.95","154","13.64","2.52","21","42","0.6885","54.29","60.00","","","","","","","1995-06-23","21.23","21.52","","","L","2013","","","","pick224.com/images/33683_gabriel-slight2016.png"
"QMJHL","Mario Huber","36051/mario-huber","F","2016","DY+2","63","0.4444","0.1270","0.5714","16","12","10","28","3","5","4","8","100","16.00","18","16.67","125","16.00","1.98","20","51","0.8095","77.78","52.78","","","","","","","1996-08-08","20.10","20.40","","","R","2014","","","","pick224.com/images/36051_mario-huber2016.png"
"QMJHL","Gabriel Fontaine","37496/gabriel-fontaine","F","2016","DY+1","63","0.4762","0.0952","0.5714","16","14","7","30","4","2","1","6","109","14.68","14","28.57","132","15.15","2.10","20","45","0.7143","83.33","55.56","","","","","","","1997-04-30","19.38","19.67","","","L","2015","NYR (2016) - #171","NYR","NYR","pick224.com/images/37496_gabriel-fontaine2016.png"
"WHL","Dominic Zwerger","35947/dominic-zwerger","F","2016","DY+2","65","0.4000","0.1692","0.5692","19","7","11","26","5","6","3","11","","","","","","","0.00","27","55","0.8462","70.27","64.86","","","","","","","1996-07-16","20.16","20.46","","","L","2014","","","",""
"OHL","Jordan Kyrou","39580/jordan-kyrou","F","2016","DY","65","0.5077","0.0615","0.5692","15","18","12","33","2","2","2","4","143","10.49","25","8.00","169","10.06","2.60","17","51","0.7846","89.19","45.95","","","","","","","1998-05-05","18.36","18.66","","","R","2016","STL (2016) - #35","STL","STL","pick224.com/images/39580_jordan-kyrou2016.png"
"OHL","Anthony Difruscia","33279/anthony-difruscia","F","2016","DY+3","67","0.2985","0.2687","0.5672","12","8","3","20","14","4","3","18","97","12.37","58","24.14","166","15.66","2.48","26","44","0.6567","52.63","68.42","","","","","","","1995-04-20","21.40","21.70","","","L","2013","","","","pick224.com/images/33279_anthony-difruscia2016.png"
"OHL","Trent Fox","37954/trent-fox","F","2016","DY+1","67","0.4627","0.1045","0.5672","22","9","5","31","4","3","5","7","171","12.87","28","14.29","202","13.86","3.01","28","50","0.7463","81.58","68.42","","","","","","","1997-07-16","19.16","19.46","","","L","2015","","","","pick224.com/images/37954_trent-fox2016.png"
"OHL","Alan Lyszczarczyk","38983/alan-lyszczarczyk","F","2016","DY","67","0.4627","0.1045","0.5672","13","18","7","31","4","3","5","7","136","9.56","28","14.29","167","10.18","2.49","17","50","0.7463","81.58","44.74","","","","","","","1998-02-17","18.58","18.87","","","L","2016","","","","pick224.com/images/38983_alan-lyszczarczyk2016.png"
"WHL","Alex Schoenborn","34440/alex-schoenborn","F","2016","DY+2","67","0.4328","0.1343","0.5671","19","10","12","29","6","3","5","9","","","","","","","0.00","27","57","0.8507","76.32","65.79","","","","","","","1995-12-12","20.76","21.05","","","R","2014","SJS (2014) - #72","SJS","",""
"QMJHL","Julien Pelletier","35850/julien-pelletier","F","2016","DY+2","60","0.2667","0.3000","0.5667","15","1","3","16","12","6","8","18","110","13.64","33","36.36","152","17.76","2.53","27","45","0.7500","47.06","79.41","","","","","","","1996-06-28","20.21","20.51","","","L","2014","CBJ (2014) - #107","CBJ","","pick224.com/images/35850_julien-pelletier2016.png"
"OHL","Niki Petti","36078/niki-petti","F","2016","DY+2","60","0.5000","0.0667","0.5667","16","14","5","30","3","1","4","4","130","12.31","32","9.38","170","12.94","2.83","22","47","0.7833","88.24","55.88","","","","","","","1996-08-13","20.09","20.38","","","L","2014","","","","pick224.com/images/36078_niki-petti2016.png"
"OHL","Mason Kohn","37524/mason-kohn","F","2016","DY+1","60","0.4833","0.0833","0.5666","14","15","9","29","2","3","2","5","124","11.29","19","10.53","151","10.60","2.52","16","46","0.7667","85.29","47.06","","","","","","","1997-05-03","19.37","19.66","","","L","2015","","","","pick224.com/images/37524_mason-kohn2016.png"
"QMJHL","Jeremy Lauzon","37478/jeremy-lauzon","D","2016","DY+1","46","0.3043","0.2609","0.5652","4","10","14","14","6","6","10","12","59","6.78","26","23.08","90","11.11","1.96","10","50","1.0870","53.85","38.46","","","","","","","1997-04-28","19.38","19.68","","","L","2015","BOS (2015) - #52","BOS","BOS","pick224.com/images/37478_jeremy-lauzon2016.png"
"WHL","Conner Bleackley","34847/conner-bleackley","F","2016","DY+2","55","0.3818","0.1818","0.5636","9","12","14","21","4","6","1","10","","","","","","","0.00","13","46","0.8364","67.74","41.94","","","","","","","1996-02-07","20.61","20.90","","","R","2014","COL (2014) - #23","COL","",""
"WHL","Ryan Graham","35502/ryan-graham","F","2016","DY+2","71","0.4648","0.0986","0.5634","19","14","3","33","3","4","3","7","","","","","","","0.00","22","46","0.6479","82.50","55.00","","","","","","","1996-05-06","20.36","20.65","","","L","2014","","","",""
"QMJHL","Frederic Allard","38615/frederic-allard","D","2016","DY","64","0.1563","0.4063","0.5626","3","7","12","10","11","15","10","26","108","2.78","49","22.45","161","8.70","2.52","14","59","0.9219","27.78","38.89","","","","","","","1997-12-27","18.72","19.01","","","R","2016","NSH (2016) - #78","NSH","NSH","pick224.com/images/38615_frederic-allard2016.png"
"QMJHL","Vladimir Kuznetsov","38999/vladimir-kuznetsov","F","2016","DY","68","0.3971","0.1618","0.5589","17","10","8","27","8","3","12","11","174","9.77","34","23.53","209","11.96","3.07","25","58","0.8529","71.05","65.79","","","","","","","1998-02-18","18.58","18.87","","","L","2016","","","","pick224.com/images/38999_vladimir-kuznetsov2016.png"
"OHL","Jonathan Ang","38856/jonathan-ang","F","2016","DY","68","0.4559","0.1029","0.5588","16","15","7","31","4","3","3","7","94","17.02","26","15.38","127","16.54","1.87","21","49","0.7206","81.58","52.63","","","","","","","1998-01-31","18.63","18.92","","","R","2016","FLA (2016) - #94","FLA","FLA","pick224.com/images/38856_jonathan-ang2016.png"
"QMJHL","Oliver Cooper","33102/oliver-cooper","F","2016","DY+3","61","0.3443","0.2131","0.5574","12","9","10","21","11","2","3","13","102","11.76","30","36.67","138","17.39","2.26","24","49","0.8033","61.76","67.65","","","","","","","1995-03-27","21.47","21.76","","","L","2013","","","","pick224.com/images/33102_oliver-cooper2016.png"
"WHL","Nikita A. Popugayev","40539/nikita-popugayev","F","2016","DY-1","70","0.4571","0.1000","0.5571","14","18","8","32","2","5","0","7","","","","","","","0.00","16","47","0.6714","82.05","41.03","","","","","","","1998-11-20","17.82","18.11","","","R","2017","NJD (2017) - #98","NJD","NJD",""
"WHL","Max Gerlach","39355/max-gerlach","F","2016","DY","72","0.3472","0.2083","0.5555","17","8","2","25","13","2","3","15","","","","","","","0.00","30","45","0.6250","62.50","75.00","","","","","","","1998-04-04","18.45","18.74","","","R","2016","","","",""
"OHL","Bradley Latour","34106/bradley-latour","F","2016","DY+3","65","0.3385","0.2154","0.5539","11","11","5","22","11","3","6","14","119","9.24","48","22.92","191","12.57","2.94","24","49","0.7538","61.11","61.11","","","","","","","1995-09-13","21.01","21.30","","","L","2013","","","","pick224.com/images/34106_bradley-latour2016.png"
"WHL","Matt Alfaro","36036/matt-alfaro","F","2016","DY+2","65","0.3538","0.2000","0.5538","12","11","6","23","8","5","2","13","","","","","","","0.00","22","48","0.7385","63.89","55.56","","","","","","","1996-08-06","20.11","20.40","","","L","2014","","","",""
"QMJHL","Vaclav Karabacek","35469/vaclav-karabacek","F","2016","DY+2","47","0.3617","0.1915","0.5532","14","3","3","17","4","5","1","9","115","12.17","30","13.33","148","12.16","3.15","18","30","0.6383","65.38","69.23","","","","","","","1996-05-02","20.37","20.66","","","R","2014","BUF (2014) - #49","BUF","","pick224.com/images/35469_vaclav-karabacek2016.png"
"QMJHL","Thomas Chabot","36807/thomas-chabot","D","2016","DY+1","47","0.3191","0.2340","0.5531","5","10","10","15","5","6","6","11","105","4.76","42","11.90","153","7.19","3.26","11","45","0.9574","57.69","38.46","","","","","","","1997-01-30","19.63","19.92","","","L","2015","OTT (2015) - #18","OTT","OTT","pick224.com/images/36807_thomas-chabot2016.png"
