"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","SH%","SHOTS/GP","TG","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"WHL","D-Jay Jerome","42427/d-jay-jerome","F","2019","DY+1","68","0.3676","0.1029","0.4705","19","6","9","25","4","3","1","7","","","","","","","0.00","23","42","0.6176","78.13","71.88","44","53","45.36","- 1.17","17.03","1.6576","1999-11-05","19.86","20.16","VIC","6'02","R","2018","","","",""
"WHL","Bradley Ginnell","43673/bradley-ginnell","F","2019","DY+1","68","0.3529","0.1176","0.4705","11","13","7","24","5","3","2","8","","","","","","","0.00","16","41","0.6029","75.00","50.00","41","88","31.78","- 6.44","18.33","1.5402","2000-07-04","19.20","19.49","KTN","6'01","L","2018","","","",""
"OHL","Kade Landry","41539/kade-landry","D","2019","DY+2","66","0.1970","0.2727","0.4697","3","10","6","13","2","16","13","18","70","4.29","43","4.65","116","5.17","1.76","6","51","0.7727","41.94","16.13","65","89","42.21","- 2.18","24.12","1.2062","1999-05-03","20.37","20.66","HAM","6'01","L","2017","","","","pick224.com/images/41539_kade-landry2019.png"
"QMJHL","Olivier Mathieu","42948/olivier-mathieu","F","2019","DY+1","66","0.3636","0.1061","0.4697","15","9","4","24","5","2","3","7","102","14.71","23","21.74","127","15.75","1.92","20","38","0.5758","77.42","64.52","39","42","48.15","- 2.38","15.56","1.8112","2000-02-25","19.56","19.85","QUE/VIC","5'09","L","2018","","","","pick224.com/images/42948_olivier-mathieu2019.png"
"QMJHL","Oliver Okuliar","43474/oliver-okuliar","F","2019","DY+1","66","0.3182","0.1515","0.4697","11","10","9","21","2","8","0","10","128","8.59","20","10.00","152","9.21","2.30","14","42","0.6364","67.74","41.94","51","39","56.67","6.27","15.19","1.9158","2000-05-24","19.31","19.60","SHE","6'01","L","2018","","","","pick224.com/images/43474_oliver-okuliar2019.png"
"OHL","Brady Gilmour","41428/brady-gilmour","F","2019","DY+2","64","0.3750","0.0938","0.4688","12","12","5","24","2","4","2","6","77","15.58","15","13.33","101","14.85","1.58","15","39","0.6094","80.00","46.67","50","49","50.51","- 9.49","15.31","1.9596","1999-04-18","20.41","20.70","SAG","5'10","L","2017","DET (2017) - #193","DET","","pick224.com/images/41428_brady-gilmour2019.png"
"QMJHL","Kevin Gursoy","42062/kevin-gursoy","F","2019","DY+2","62","0.3710","0.0968","0.4678","11","12","5","23","5","1","6","6","96","11.46","23","21.74","120","13.33","1.94","16","40","0.6452","79.31","55.17","41","28","59.42","4.72","14.12","1.9879","1999-08-04","20.11","20.41","CHA","5'11","R","2017","","","","pick224.com/images/42062_kevin-gursoy2019.png"
"QMJHL","Pierre-Olivier Joseph","41880/pierre-olivier-joseph","D","2019","DY+2","62","0.2258","0.2419","0.4677","6","8","13","14","3","12","5","15","113","5.31","37","8.11","153","5.88","2.47","9","47","0.7581","48.28","31.03","73","36","66.97","- 0.57","21.49","1.3058","1999-07-01","20.21","20.50","CHA/DRU","6'02","L","2017","ARI (2017) - #23","ARI","PIT","pick224.com/images/41880_pierre-olivier-joseph2019.png"
"QMJHL","Peyton Hoyt","41007/peyton-hoyt","F","2019","DY+2","60","0.3333","0.1333","0.4666","17","3","2","20","5","3","2","8","132","12.88","29","17.24","172","13.95","2.87","24","34","0.5667","71.43","78.57","42","57","42.42","9.29","18.65","1.6086","1999-02-18","20.58","20.87","BLB/VDO","5'10","R","2017","","","","pick224.com/images/41007_peyton-hoyt2019.png"
"QMJHL","Nick Deakin-Poot","40845/nick-deakin-poot","F","2019","DY+2","58","0.4483","0.0172","0.4655","17","9","2","26","0","1","1","1","102","16.67","9","0.00","117","14.53","2.02","17","30","0.5172","96.30","62.96","46","70","39.66","10.68","17.15","1.6287","1999-01-28","20.63","20.93","SNB","6'04","L","2017","","","","pick224.com/images/40845_nick-deakin-poot2019.png"
"OHL","Eric Uba","44225/eric-uba","F","2019","DY","67","0.4179","0.0448","0.4627","15","13","8","28","2","1","1","3","138","10.87","16","12.50","162","11.73","2.42","19","42","0.6269","90.32","54.84","48","59","44.86","7.81","15.47","1.9097","2000-12-17","18.74","19.04","FLNT","6'00","R","2019","","","","pick224.com/images/44225_eric-uba2019.png"
"OHL","Daniel D'Amico","44371/daniel-d-amico","F","2019","DY","67","0.3582","0.1045","0.4627","15","9","8","24","5","2","5","7","118","12.71","27","18.52","148","14.19","2.21","21","46","0.6866","77.42","64.52","47","67","41.23","- 6.65","16.83","1.7561","2001-01-26","18.64","18.93","WSR","5'09","L","2019","","","","pick224.com/images/44371_daniel-d-amico2019.png"
"QMJHL","Jeffrey Durocher","40739/jeffrey-durocher","F","2019","DY+2","65","0.3538","0.1077","0.4615","11","12","8","23","6","1","8","7","81","13.58","23","26.09","109","15.60","1.68","17","50","0.7692","76.67","56.67","57","47","54.81","- 3.53","17.25","1.8197","1999-01-13","20.67","20.97","RIM/GAT","6'01","L","2017","","","","pick224.com/images/40739_jeffrey-durocher2019.png"
"WHL","Lassi Thomson","44015/lassi-thomson","D","2019","DY","63","0.2222","0.2381","0.4603","10","4","8","14","7","8","4","15","","","","","","","0.00","17","41","0.6508","48.28","58.62","50","46","52.08","16.42","22.87","1.2075","2000-09-24","18.98","19.27","KEL","6'00","R","2019","OTT (2019) - #19","OTT","OTT",""
"OHL","Owen Robinson","43026/owen-robinson","F","2019","DY+1","61","0.4426","0.0164","0.4590","8","19","9","27","1","0","3","1","85","9.41","18","5.56","105","8.57","1.72","9","41","0.6721","96.43","32.14","53","32","62.35","5.53","14.81","1.9264","2000-03-09","19.52","19.81","SBY","6'00","L","2018","","","","pick224.com/images/43026_owen-robinson2019.png"
"WHL","Tristen Nielsen","42931/tristen-nielsen","F","2019","DY+1","57","0.3509","0.1053","0.4562","10","10","9","20","4","2","0","6","","","","","","","0.00","14","35","0.6140","76.92","53.85","43","30","58.90","0.47","16.46","1.6628","2000-02-23","19.56","19.86","VAN/CGY","5'09","L","2018","","","",""
"WHL","Brandon Cutler","42608/brandon-cutler","F","2019","DY+1","68","0.4265","0.0294","0.4559","14","15","5","29","0","2","2","2","","","","","","","0.00","14","38","0.5588","93.55","45.16","47","47","50.00","5.61","16.84","1.6244","2000-01-04","19.70","19.99","VIC","6'01","L","2018","","","",""
"QMJHL","Samuel L'Italien","39414/samuel-l-italien","F","2019","DY+3","68","0.3529","0.1029","0.4558","8","16","13","24","3","4","10","7","102","7.84","20","15.00","130","10.77","1.91","14","62","0.9118","77.42","35.48","57","35","61.96","- 0.90","17.88","1.9241","1998-04-13","21.42","21.72","BAC","6'03","R","2016","","","","pick224.com/images/39414_samuel-l-italien2019.png"
"QMJHL","Shaun Miller","41740/shaun-miller","F","2019","DY+2","66","0.4091","0.0455","0.4546","15","12","14","27","2","1","0","3","108","13.89","7","28.57","123","15.45","1.86","19","47","0.7121","90.00","56.67","57","37","60.64","2.98","15.30","1.9609","1999-06-04","20.28","20.58","CAP","5'11","R","2017","","","","pick224.com/images/41740_shaun-miller2019.png"
"OHL","Christian Girhiny","40178/christian-girhiny","F","2019","DY+3","11","0.4545","0.0000","0.4545","2","3","3","5","0","0","2","0","11","18.18","2","0.00","14","14.29","1.27","2","10","0.9091","100.00","40.00","8","10","44.44","- 4.44","16.59","1.6439","1998-08-21","21.07","21.36","ER","5'11","L","2016","","","","pick224.com/images/40178_christian-girhiny2019.png"
"WHL","Nolan Kneen","41225/nolan-kneen","D","2019","DY+2","55","0.2545","0.2000","0.4545","4","10","11","14","1","10","6","11","","","","","","","0.00","6","45","0.8182","56.00","20.00","59","31","65.56","8.89","21.79","1.3520","1999-03-22","20.48","20.78","KAM/SAS","6'00","R","2017","","","",""
"OHL","Cam Hillis","43620/cam-hillis","F","2019","DY+1","33","0.3333","0.1212","0.4545","6","5","5","11","4","0","2","4","44","13.64","20","20.00","68","14.71","2.06","10","22","0.6667","73.33","66.67","24","32","42.86","- 13.14","17.02","1.6025","2000-06-24","19.23","19.52","GUE","5'11","R","2018","MTL (2018) - #66","MTL","MTL","pick224.com/images/43620_cam-hillis2019.png"
"QMJHL","Artemi Kniazev","44270/artemi-knyazev","D","2019","DY","55","0.2727","0.1818","0.4545","6","9","3","15","7","3","6","10","85","7.06","37","18.92","125","10.40","2.27","13","34","0.6182","60.00","52.00","44","32","57.89","7.58","20.32","1.3424","2001-01-04","18.70","18.99","CHI","5'10","L","2019","SJS (2019) - #48","SJS","SJS","pick224.com/images/44270_artemi-knyazev2019.png"
"QMJHL","Jeremy Michel","44772/jeremy-michel","F","2019","DY","64","0.2813","0.1719","0.4532","10","8","6","18","6","5","6","11","115","8.70","24","25.00","146","10.96","2.28","16","42","0.6563","62.07","55.17","36","55","39.56","5.44","16.74","1.6800","2001-05-02","18.37","18.66","VDO","6'01","L","2019","STL (2019) - #217","STL","STL","pick224.com/images/44772_jeremy-michel2019.png"
"QMJHL","Vincent Marleau","41909/vincent-marleau","F","2019","DY+2","62","0.3065","0.1452","0.4517","8","11","5","19","5","4","2","9","113","7.08","16","31.25","140","12.14","2.26","17","39","0.6290","67.86","46.43","40","21","65.57","- 7.52","14.67","2.1116","1999-07-05","20.19","20.49","ROU","6'02","R","2017","","","","pick224.com/images/41909_vincent-marleau2019.png"
"QMJHL","Jeremy Martin","44459/jeremy-martin","F","2019","DY","62","0.3710","0.0806","0.4516","13","10","8","23","1","4","2","5","96","13.54","9","11.11","109","13.76","1.76","15","39","0.6290","82.14","50.00","40","54","42.55","11.43","15.77","1.7791","2001-02-15","18.58","18.88","SHA","6'00","L","2019","","","","pick224.com/images/44459_jeremy-martin2019.png"
"QMJHL","Valentin Nussbaumer","44016/valentin-nussbaumer","F","2019","DY","58","0.2931","0.1552","0.4483","11","6","6","17","6","3","6","9","68","16.18","35","17.14","104","16.35","1.79","17","38","0.6552","65.38","65.38","29","73","28.43","- 5.82","16.91","1.5902","2000-09-25","18.97","19.27","SHA","6'00","L","2019","ARI (2019) - #207","ARI","ARI","pick224.com/images/44016_valentin-nussbaumer2019.png"
"QMJHL","Joel Bishop","41563/joel-bishop","F","2019","DY+2","58","0.4310","0.0172","0.4482","10","15","6","25","1","0","0","1","91","10.99","2","50.00","96","11.46","1.66","11","33","0.5690","96.15","42.31","50","18","73.53","9.57","13.75","2.0315","1999-05-07","20.36","20.65","HAL","5'10","L","2017","","","","pick224.com/images/41563_joel-bishop2019.png"
"QMJHL","Dominic Cormier (98)","38644/dominic-cormier","D","2019","DY+3","67","0.2985","0.1493","0.4478","11","9","5","20","1","9","9","10","139","7.91","36","2.78","176","6.82","2.63","12","44","0.6567","66.67","40.00","54","67","44.63","- 3.82","24.06","1.1166","1998-01-02","21.70","22.00","VIC","5'11","L","2016","","","","pick224.com/images/38644_dominic-cormier2019.png"
"WHL","Jared Freadrich","39097/jared-freadrich","D","2019","DY+3","67","0.2239","0.2239","0.4478","9","6","7","15","6","9","11","15","","","","","","","0.00","15","48","0.7164","50.00","50.00","67","60","52.76","- 4.01","22.04","1.2190","1998-03-04","21.53","21.83","POR","5'10","R","2016","","","",""
"WHL","Filip Kral","42381/filip-kral","D","2019","DY+1","47","0.2979","0.1489","0.4468","7","7","8","14","3","4","7","7","","","","","","","0.00","10","36","0.7660","66.67","47.62","54","34","61.36","9.91","21.52","1.2459","1999-10-20","19.90","20.20","SPO","6'01","L","2018","TOR (2018) - #149","TOR","TOR",""
"OHL","Ryan Cranford","39382/ryan-cranford","F","2019","DY+3","65","0.4000","0.0462","0.4462","16","10","6","26","0","3","1","3","175","9.14","27","0.00","223","8.52","3.43","19","40","0.6154","89.66","55.17","46","76","37.70","14.12","20.94","1.4546","1998-04-09","21.43","21.73","KGN","6'01","R","2016","","","","pick224.com/images/39382_ryan-cranford2019.png"
"WHL","Jared Dmytriw","38893/jared-dmytriw","F","2019","DY+3","65","0.3846","0.0615","0.4461","11","14","4","25","3","1","4","4","","","","","","","0.00","15","38","0.5846","86.21","48.28","44","36","55.00","- 8.48","16.79","1.6490","1998-02-05","21.61","21.91","VAN","5'11","R","2016","","","",""
"QMJHL","Vincent Senez-Allaire","40269/vincent-senez-allaire","F","2019","DY+3","54","0.2778","0.1667","0.4445","9","6","0","15","8","1","5","9","118","7.63","36","22.22","159","11.32","2.94","18","30","0.5556","62.50","70.83","32","60","34.78","- 1.04","17.96","1.5463","1998-09-11","21.01","21.31","SHA","6'01","R","2016","","","","pick224.com/images/40269_vincent-senez-allaire2019.png"
"QMJHL","Simon Le Coultre","42085/simon-le-coultre","D","2019","DY+2","27","0.3704","0.0741","0.4445","7","3","2","10","2","0","2","2","58","12.07","26","7.69","88","11.36","3.26","10","17","0.6296","83.33","75.00","39","28","58.21","- 1.05","24.26","1.1910","1999-08-09","20.10","20.39","MON","6'00","L","2017","","","","pick224.com/images/42085_simon-le-coultre2019.png"
"WHL","Ridly Greig","45666/ridly-greig","F","2019","DY-1","63","0.3492","0.0952","0.4444","11","11","6","22","3","3","1","6","","","","","","","0.00","14","35","0.5556","78.57","50.00","44","43","50.57","1.50","15.87","1.6808","2002-08-08","17.10","17.40","BDN","5'11","L","2020","","","",""
"OHL","Jaden Peca","41625/jaden-peca","F","2019","DY+2","61","0.3607","0.0820","0.4427","11","11","6","22","0","5","3","5","99","11.11","7","0.00","114","10.53","1.87","12","37","0.6066","81.48","40.74","42","44","48.84","- 9.06","15.39","1.7901","1999-05-18","20.33","20.62","SSM/BAR","5'11","R","2017","","","","pick224.com/images/41625_jaden-peca2019.png"
"WHL","Igor Martynov","40787/igor-martynov","F","2019","DY+2","61","0.2787","0.1639","0.4426","7","10","8","17","4","6","7","10","","","","","","","0.00","11","42","0.6885","62.96","40.74","41","38","51.90","10.50","16.39","1.6202","1999-01-19","20.66","20.95","VIC","5'11","L","2017","","","",""
"WHL","Kyle Crnkovic","45422/kyle-crnkovic","F","2019","DY-1","52","0.2500","0.1923","0.4423","7","6","4","13","4","6","4","10","","","","","","","0.00","11","31","0.5962","56.52","47.83","26","21","55.32","- 6.14","13.01","2.0400","2002-02-10","17.60","17.89","SAS","5'06","L","2020","","","",""
"QMJHL","Jordan Maher","39156/jordan-maher","F","2019","DY+3","68","0.3382","0.1029","0.4411","13","10","13","23","1","6","3","7","114","11.40","10","10.00","127","11.81","1.87","15","47","0.6912","76.67","46.67","62","31","66.67","12.20","15.85","1.7262","1998-03-11","21.51","21.81","CHA/HAL","6'00","R","2016","","","","pick224.com/images/39156_jordan-maher2019.png"
"WHL","Luke Coleman","40256/luke-coleman","F","2019","DY+3","68","0.3676","0.0735","0.4411","15","10","9","25","3","2","1","5","","","","","","","0.00","20","44","0.6471","83.33","60.00","49","54","47.57","- 4.43","16.72","1.7942","1998-09-09","21.02","21.31","CGY","6'02","L","2016","","","",""
"OHL","Daylon Groulx","43543/daylon-groulx","F","2019","DY+1","68","0.3529","0.0882","0.4411","14","10","7","24","5","1","1","6","131","10.69","25","20.00","156","12.18","2.29","19","38","0.5588","80.00","63.33","46","67","40.71","- 5.45","15.65","1.6918","2000-06-07","19.27","19.57","OS","5'11","R","2018","","","","pick224.com/images/43543_daylon-groulx2019.png"
"QMJHL","Pier-Olivier Lacombe","42007/pier-olivier-lacombe","D","2019","DY+2","66","0.2424","0.1970","0.4394","5","11","5","16","9","4","3","13","127","3.94","68","13.24","201","6.97","3.05","14","38","0.5758","55.17","48.28","43","60","41.75","- 9.87","23.34","1.1298","1999-07-24","20.14","20.44","QUE/GAT","5'11","R","2017","","","","pick224.com/images/42007_pier-olivier-lacombe2019.png"
"QMJHL","Radim Salda","41006/radim-salda","D","2019","DY+2","48","0.3333","0.1042","0.4375","8","8","5","16","2","3","4","5","81","9.88","21","9.52","105","9.52","2.19","10","30","0.6250","76.19","47.62","47","30","61.04","- 1.73","20.01","1.3119","1999-02-18","20.58","20.87","RIM","6'01","L","2017","TBL (2018) - #206","TBL","TBL","pick224.com/images/41006_radim-salda2019.png"
"OHL","Paul Cotter","42459/paul-cotter","F","2019","DY+1","48","0.4167","0.0208","0.4375","9","11","5","20","0","1","0","1","88","10.23","13","0.00","101","8.91","2.10","9","26","0.5417","95.24","42.86","36","26","58.06","2.36","13.21","1.9865","1999-11-16","19.83","20.13","LDN","6'00","L","2018","VGK (2018) - #115","VGK","VGK","pick224.com/images/42459_paul-cotter2019.png"
"WHL","Ozzy Wiesblatt","45468/ozzy-wiesblatt","F","2019","DY-1","64","0.3281","0.1094","0.4375","10","11","9","21","5","2","2","7","","","","","","","0.00","15","39","0.6094","75.00","53.57","52","23","69.33","3.90","14.17","1.8531","2002-03-09","17.52","17.81","PA","5'10","R","2020","","","",""
"WHL","Vladimir Alistrov","44447/vladimir-alistrov","F","2019","DY","62","0.3065","0.1290","0.4355","12","7","8","19","0","8","3","8","","","","","","","0.00","12","38","0.6129","70.37","44.44","38","35","52.05","- 9.90","15.65","1.6699","2001-02-12","18.59","18.89","EDM","6'02","L","2019","","","",""
"QMJHL","Xavier Bouchard","42963/xavier-bouchard","D","2019","DY+1","60","0.2000","0.2333","0.4333","4","8","13","12","3","11","4","14","86","4.65","36","8.33","125","5.60","2.08","7","46","0.7667","46.15","26.92","79","47","62.70","- 0.73","22.55","1.1975","2000-02-28","19.55","19.84","BAC","6'03","R","2018","VGK (2018) - #185","VGK","VGK","pick224.com/images/42963_xavier-bouchard2019.png"
"OHL","Eric Henderson","39491/eric-henderson","F","2019","DY+3","67","0.4030","0.0299","0.4329","11","16","11","27","0","2","3","2","124","8.87","22","0.00","151","9.27","2.25","14","47","0.7015","93.10","37.93","45","54","45.45","- 6.72","16.19","1.8250","1998-04-23","21.39","21.69","HAM/OSH","6'02","L","2016","","","","pick224.com/images/39491_eric-henderson2019.png"
"QMJHL","Evan MacKinnon","42987/evan-mackinnon","F","2019","DY+1","67","0.2836","0.1493","0.4329","8","11","4","19","3","7","2","10","67","11.94","22","13.64","91","12.09","1.36","11","35","0.5224","65.52","37.93","35","94","27.13","0.52","18.10","1.4347","2000-03-02","19.54","19.83","BAT","5'09","L","2018","","","","pick224.com/images/42987_evan-mackinnon2019.png"
"OHL","Nick Isaacson","42094/nick-isaacson","F","2019","DY+2","67","0.3731","0.0597","0.4328","12","13","7","25","1","3","0","4","140","8.57","17","5.88","169","8.28","2.52","14","37","0.5522","86.21","44.83","54","49","52.43","2.00","16.38","1.6398","1999-08-11","20.09","20.39","MISS/PBO","6'02","L","2017","","","","pick224.com/images/42094_nick-isaacson2019.png"
"QMJHL","David Noel","41379/david-noel","D","2019","DY+2","37","0.1622","0.2703","0.4325","5","1","4","6","8","2","7","10","95","5.26","33","24.24","129","10.08","3.49","13","27","0.7297","37.50","81.25","23","48","32.39","- 3.26","23.87","1.0869","1999-04-10","20.43","20.73","VDO","6'01","L","2017","STL (2017) - #130","STL","","pick224.com/images/41379_david-noel2019.png"
"WHL","Sergei Sapego","42341/sergei-sapego","D","2019","DY+1","58","0.3103","0.1207","0.4310","7","11","8","18","3","4","9","7","","","","","","","0.00","10","43","0.7414","72.00","40.00","68","30","69.39","3.07","19.83","1.3042","1999-10-08","19.94","20.23","PA","6'00","L","2018","","","",""
"OHL","Darian Pilon","40363/darian-pilon","F","2019","DY+2","65","0.4154","0.0154","0.4308","17","10","4","27","1","0","1","1","101","16.83","5","20.00","117","15.38","1.80","18","35","0.5385","96.43","64.29","45","35","56.25","- 1.54","14.60","1.8966","1998-10-02","20.95","21.25","SBY","5'10","L","2017","","","","pick224.com/images/40363_darian-pilon2019.png"
"OHL","Petr Cajka","44215/petr-cajka","F","2019","DY","63","0.3810","0.0476","0.4286","16","8","6","24","3","0","2","3","120","13.33","25","12.00","147","13.61","2.33","20","38","0.6032","88.89","70.37","44","62","41.51","- 3.16","16.77","1.7042","2000-12-11","18.76","19.06","ER","5'11","L","2019","","","","pick224.com/images/44215_petr-cajka2019.png"
"OHL","Connor Roberts","42928/connor-roberts","F","2019","DY+1","14","0.3571","0.0714","0.4285","3","2","0","5","0","1","1","1","23","13.04","4","0.00","27","11.11","1.93","3","7","0.5000","83.33","50.00","7","14","33.33","4.76","15.87","1.6207","2000-02-22","19.56","19.86","FLNT","6'04","R","2018","","","","pick224.com/images/42928_connor-roberts2019.png"
"OHL","Brady Lyle","41752/brady-lyle","D","2019","DY+2","68","0.2794","0.1471","0.4265","6","13","5","19","5","5","7","10","144","4.17","49","10.20","199","5.53","2.93","11","41","0.6029","65.52","37.93","66","86","43.42","- 1.83","24.05","1.0639","1999-06-06","20.28","20.57","OS","6'02","R","2017","","","","pick224.com/images/41752_brady-lyle2019.png"
"OHL","Giovanni Vallati","42918/giovanni-vallati","D","2019","DY+1","68","0.2353","0.1912","0.4265","5","11","14","16","6","7","3","13","70","7.14","33","18.18","105","10.48","1.54","11","48","0.7059","55.17","37.93","64","59","52.03","- 6.12","20.90","1.3085","2000-02-21","19.57","19.86","OSH","6'02","L","2018","WPG (2018) - #153","WPG","WPG","pick224.com/images/42918_giovanni-vallati2019.png"
"WHL","Brodi Stuart","43029/brodi-stuart","F","2019","DY+1","68","0.2794","0.1471","0.4265","11","8","5","19","7","3","2","10","","","","","","","0.00","20","38","0.5588","65.52","62.07","41","31","56.94","9.97","15.90","1.7204","2000-03-10","19.51","19.81","KAM","5'10","L","2018","","","",""
"OHL","Samuel Bitten","43093/samuel-bitten","F","2019","DY+1","68","0.3824","0.0441","0.4265","11","15","6","26","2","1","0","3","65","16.92","8","25.00","73","17.81","1.07","13","35","0.5147","89.66","44.83","53","25","67.95","0.89","13.17","1.9436","2000-03-21","19.48","19.78","OTT","6'02","L","2018","","","","pick224.com/images/43093_samuel-bitten2019.png"
"QMJHL","Gabriel Bilodeau","39769/gabriel-bilodeau","D","2019","DY+3","61","0.2295","0.1967","0.4262","10","4","10","14","1","11","12","12","100","10.00","30","3.33","136","8.09","2.23","11","48","0.7869","53.85","42.31","64","62","50.79","11.48","25.89","0.9878","1998-06-04","21.28","21.58","GAT","6'02","R","2016","","","","pick224.com/images/39769_gabriel-bilodeau2019.png"
"WHL","Cole Moberg","44095/cole-moberg","D","2019","DY","61","0.2295","0.1967","0.4262","7","7","3","14","5","7","10","12","","","","","","","0.00","13","40","0.6557","53.85","46.15","37","66","35.92","- 4.99","23.59","1.1256","2000-10-17","18.91","19.21","PG","6'02","R","2019","CHI (2019) - #194","CHI","CHI",""
"WHL","Brayden Pachal","42144/brayden-pachal","D","2019","DY+2","66","0.4242","0.0000","0.4242","15","13","21","28","0","0","0","0","","","","","","","0.00","15","51","0.7727","100.00","53.57","104","37","73.76","11.33","23.05","1.1437","1999-08-23","20.06","20.36","PA","6'01","R","2017","","","VGK",""
"QMJHL","Theo Rochette","45437/theo-rochette","F","2019","DY-1","59","0.2881","0.1356","0.4237","8","9","12","17","6","2","6","8","73","10.96","18","33.33","92","15.22","1.56","14","43","0.7288","68.00","56.00","40","25","61.54","11.82","14.72","1.7267","2002-02-20","17.57","17.86","CHI","5'09","L","2020","","","","pick224.com/images/45437_theo-rochette2019.png"
"WHL","Matthew Robertson","44560/matthew-robertson","D","2019","DY","52","0.2692","0.1538","0.4230","6","8","7","14","1","7","4","8","","","","","","","0.00","7","33","0.6346","63.64","31.82","56","34","62.22","0.84","21.37","1.1880","2001-03-09","18.52","18.81","EDM","6'03","L","2019","NYR (2019) - #49","NYR","NYR",""
"WHL","Justin Nachbaur","43188/justin-nachbaur","F","2019","DY+1","64","0.3438","0.0781","0.4219","15","7","4","22","4","1","0","5","","","","","","","0.00","19","31","0.4844","81.48","70.37","52","28","65.00","- 2.52","14.83","1.7067","2000-04-03","19.45","19.74","PA","6'03","L","2018","","","",""
"QMJHL","Tyler Hylland","39475/tyler-hylland","F","2019","DY+3","69","0.2464","0.1739","0.4203","12","5","6","17","8","4","3","12","118","10.17","33","24.24","169","13.02","2.45","22","42","0.6087","58.62","68.97","38","45","45.78","- 2.89","16.68","1.6678","1998-04-21","21.40","21.69","BLB/BAC","5'10","L","2016","","","","pick224.com/images/39475_tyler-hylland2019.png"
"WHL","Ben McCartney","45066/ben-mccartney","F","2019","DY","67","0.3881","0.0299","0.4180","17","9","8","26","1","1","1","2","","","","","","","0.00","21","41","0.6119","92.86","64.29","46","49","48.42","- 0.91","16.49","1.7382","2001-07-31","18.13","18.42","BDN","6'00","L","2019","","","",""
"WHL","Jacob Christiansen","42224/jacob-christiansen","D","2019","DY+2","67","0.1940","0.2239","0.4179","6","7","7","13","6","9","9","15","","","","","","","0.00","12","44","0.6567","46.43","42.86","46","21","68.66","5.78","18.58","1.3498","1999-09-12","20.01","20.30","EVT","6'00","L","2017","","","CBJ",""
"QMJHL","Filip Prikryl","44657/filip-prikryl","F","2019","DY","67","0.2985","0.1194","0.4179","11","9","2","20","3","5","1","8","84","13.10","27","11.11","111","12.61","1.66","14","31","0.4627","71.43","50.00","31","77","28.70","- 3.85","14.71","1.7051","2001-04-02","18.45","18.75","SNB","6'01","L","2019","","","","pick224.com/images/44657_filip-prikryl2019.png"
"WHL","Conner McDonald","41696/conner-mcdonald","D","2019","DY+2","68","0.2353","0.1765","0.4118","11","5","13","16","8","4","9","12","","","","","","","0.00","19","50","0.7353","57.14","67.86","71","53","57.26","- 2.85","21.73","1.1371","1999-05-31","20.29","20.58","EDM","6'00","R","2017","","","",""
"QMJHL","Mathieu Bizier","44812/mathieu-bizier","F","2019","DY","68","0.2206","0.1912","0.4118","8","7","6","15","5","8","4","13","87","9.20","29","17.24","122","11.48","1.79","14","39","0.5735","53.57","46.43","45","47","48.91","- 2.09","16.55","1.5462","2001-05-13","18.34","18.63","RIM/GAT","6'02","L","2019","","","","pick224.com/images/44812_mathieu-bizier2019.png"
"QMJHL","Carson MacKinnon","42048/carson-mackinnon","F","2019","DY+2","68","0.3088","0.1029","0.4117","12","9","11","21","3","4","4","7","95","12.63","11","27.27","113","14.16","1.66","16","46","0.6765","75.00","53.57","48","36","57.14","- 8.31","15.99","1.7105","1999-08-02","20.12","20.41","RIM","6'01","L","2017","","","","pick224.com/images/42048_carson-mackinnon2019.png"
"OHL","Jack Wismer","42941/jack-wismer","F","2019","DY+1","68","0.3382","0.0735","0.4117","11","12","6","23","1","4","1","5","85","12.94","9","11.11","95","13.68","1.40","13","36","0.5294","82.14","42.86","39","65","37.50","- 2.76","13.65","1.8741","2000-02-24","19.56","19.85","FLNT","6'01","R","2018","","","","pick224.com/images/42941_jack-wismer2019.png"
"WHL","Chris Douglas","43683/chris-douglas","F","2019","DY+1","68","0.3382","0.0735","0.4117","12","11","2","23","3","2","2","5","","","","","","","0.00","15","32","0.4706","82.14","53.57","36","37","49.32","- 0.27","14.71","1.6792","2000-07-06","19.19","19.49","RD","6'01","R","2018","","","",""
"WHL","Logan Barlage","44309/logan-barlage","F","2019","DY","68","0.3529","0.0588","0.4117","13","11","8","24","2","2","2","4","","","","","","","0.00","15","39","0.5735","85.71","53.57","41","32","56.16","- 2.01","14.16","1.8076","2001-01-12","18.68","18.97","LET","6'04","R","2019","","","",""
"OHL","Brady Hinz","43364/brady-hinz","F","2019","DY+1","61","0.3279","0.0820","0.4099","13","7","6","20","2","3","2","5","81","16.05","12","16.67","98","16.33","1.61","16","34","0.5574","80.00","60.00","44","44","50.00","0.89","15.05","1.6993","2000-05-03","19.37","19.66","PBO","5'08","R","2018","","","","pick224.com/images/43364_brady-hinz2019.png"
